frame_id,agent_id,x,y,type_id
0,0,12.306812827805462,2.240525910261974,0
1,0,12.304115415195064,2.3817731871001717,0
2,0,12.297354016993046,2.5218626615757422,0
3,0,12.283976513953835,2.6656931541648596,0
4,0,12.259264826564428,2.820042980207552,0
5,0,12.230023633626324,2.9735681657820243,0
6,0,12.212571873656335,3.109574789703891,0
7,0,12.189697938149381,3.245355044801446,0
8,0,12.18165553592709,3.3967480209978853,0
9,0,12.174649707816743,3.5488207151945246,0
10,0,12.147482530146032,3.7000791340072303,0
11,0,12.122520818553827,3.8448763485523387,0
12,0,12.096310098008818,3.9888501810341865,0
13,0,12.060666159181318,4.133923648468785,0
14,0,12.001367452665265,4.271340975568492,0
15,0,11.951024424555616,4.406900981979629,0
16,0,11.902150415631287,4.527435467723161,0
17,0,11.858194314658201,4.657883069739054,0
18,0,11.817572881353112,4.794625579287359,0
19,0,11.790206222900068,4.93436420371052,0
20,0,11.749815533655307,5.066860534794631,0
21,0,11.719412499470014,5.192963977941685,0
22,0,11.684757442929595,5.321986756656252,0
23,0,11.64772927137344,5.447433355981327,0
24,0,11.602934164388337,5.563304751448037,0
25,0,11.55237022029584,5.705765917430343,0
26,0,11.514691074011994,5.826782876684499,0
27,0,11.491201003136092,5.9462250482519226,0
28,0,11.476890714382298,6.083726099841801,0
29,0,11.469145964844655,6.221169811171514,0
30,0,11.45078927246383,6.362776438044897,0
31,0,11.44235197902548,6.496156745786249,0
32,0,11.425059187008824,6.632918813244776,0
33,0,11.393940091968673,6.770724623361029,0
34,0,11.354703584474393,6.898237052099495,0
35,0,11.325383645442738,7.013303309627033,0
36,0,11.296518479446906,7.134279571925207,0
37,0,11.2759977011457,7.27568020959473,0
38,0,11.278544229172924,7.426332011593303,0
39,0,11.280326517819363,7.600204999656948,0
40,0,11.2785648781217,7.774215552566313,0
41,0,11.262166417311795,7.949622258604961,0
42,0,11.250097101283858,8.12204483847305,0
43,0,11.220451481774889,8.292579413659325,0
44,0,11.166078866066503,8.457018359614228,0
45,0,11.129008297928195,8.608429260314677,0
46,0,11.089616241133168,8.76617115260508,0
47,0,11.06559587182951,8.918676199630019,0
48,0,11.044354719835894,9.0897075703705,0
49,0,11.01771660517996,9.242242917264225,0
50,0,10.984295889357055,9.39722063487655,0
51,0,10.940253635206819,9.538242164235426,0
52,0,10.898722736431818,9.69013787955798,0
53,0,10.850962606543082,9.837347472184941,0
54,0,10.795938815831171,9.98646833681606,0
55,0,10.74761070517344,10.127766286479192,0
56,0,10.724834696845496,10.268413702428322,0
57,0,10.700679435515246,10.434392113858456,0
58,0,10.687834366537789,10.597272340022919,0
59,0,10.66840215222864,10.754791536622907,0
60,0,10.644114019907244,10.912687386464523,0
61,0,10.612396585202138,11.06148200328497,0
62,0,10.582768264370428,11.211340058006357,0
63,0,10.545777856068092,11.375937583885813,0
64,0,10.499136846592663,11.534931917755845,0
65,0,10.460232069010903,11.678713635968618,0
66,0,10.430193366627629,11.827078093707872,0
67,0,10.428149140217508,11.987267088487092,0
68,0,10.430070346604525,12.151598889293867,0
69,0,10.417767055853954,12.314253956895573,0
0,1,9.022163426434082,5.951376248604468,0
1,1,9.121290648542141,5.884643330608002,0
2,1,9.238694611239566,5.784139266827589,0
3,1,9.36776954200373,5.676241218085341,0
4,1,9.488362459910112,5.5618530436637075,0
5,1,9.591033634518256,5.429296080132041,0
6,1,9.676646788154232,5.295682893165452,0
7,1,9.788650672913715,5.164977996694822,0
8,1,9.90076406390974,5.036534366882196,0
9,1,10.022669079466782,4.908555483926964,0
10,1,10.133943988858817,4.785496616472846,0
11,1,10.246284997871209,4.668698034406019,0
12,1,10.342320403369678,4.541106886511332,0
13,1,10.409180266045462,4.408787072054524,0
14,1,10.47240814683913,4.250288165773078,0
15,1,10.56261136265054,4.082636098495259,0
16,1,10.650332059846077,3.931860409069996,0
17,1,10.738174494375606,3.794825792126472,0
18,1,10.816908537795918,3.6472770824350365,0
19,1,10.908635946828133,3.4997619677903824,0
20,1,11.009070203809829,3.3597376794246716,0
21,1,11.092481370523673,3.2220858807222723,0
22,1,11.174207487565154,3.0634003365538263,0
23,1,11.237688254952428,2.9218476576353454,0
24,1,11.323036283103358,2.763288720050837,0
25,1,11.392222907616175,2.617698634555129,0
26,1,11.456777061449793,2.4584414094569484,0
27,1,11.52430631635465,2.31380741914401,0
28,1,11.602595451344545,2.1671131486438093,0
0,2,10.77083020689162,6.675591416843967,0
1,2,10.720683102605118,6.810353922048914,0
2,2,10.681501858968346,6.935269256716959,0
3,2,10.624559462529861,7.075544508384685,0
4,2,10.577344640248972,7.202347020435168,0
5,2,10.556224720002096,7.327170887884826,0
6,2,10.559484539800186,7.457806855001896,0
7,2,10.545814899233061,7.578618706219288,0
8,2,10.546457970979882,7.712403652191214,0
9,2,10.552650959978239,7.864999669916298,0
10,2,10.549486448856474,8.047856911876693,0
11,2,10.535809781654505,8.234825507106242,0
12,2,10.528625115956755,8.405112293122183,0
13,2,10.50805956536392,8.572303060883364,0
14,2,10.481863292730068,8.733983601872064,0
15,2,10.452975893655811,8.891438751900942,0
16,2,10.418533803801816,9.030029686614615,0
17,2,10.360945635988354,9.145187642805416,0
18,2,10.300740374814717,9.264360653696771,0
19,2,10.242739657353948,9.37077532212961,0
20,2,10.184432222974227,9.490720019468501,0
21,2,10.116657800827673,9.59644365336918,0
22,2,10.046209797311821,9.700440649099084,0
23,2,9.98236169305302,9.798686960958118,0
24,2,9.926894639999809,9.900814467524585,0
25,2,9.892174635012557,9.998575252777355,0
26,2,9.84234111581884,10.112495583149688,0
27,2,9.788115010668282,10.218010734763949,0
28,2,9.73597898188699,10.332776198885618,0
29,2,9.678475291791864,10.435973566744849,0
30,2,9.622275651060836,10.54146342137711,0
31,2,9.556484390710478,10.639220767284938,0
32,2,9.484103793687181,10.73958186614774,0
33,2,9.408316261152436,10.826525545836208,0
34,2,9.352728722391227,10.911868124529525,0
35,2,9.30922914161968,10.992851778541048,0
36,2,9.272849934277097,11.07858770423383,0
37,2,9.245144298981591,11.185250148889894,0
38,2,9.222199194955909,11.28844723512923,0
39,2,9.211138655179116,11.387225801032649,0
40,2,9.179111640640574,11.497180040380899,0
41,2,9.136166478143965,11.598470754488938,0
42,2,9.081437737612701,11.706393417648755,0
43,2,9.023459134548421,11.823976524757777,0
44,2,8.97870551657111,11.925648495451629,0
45,2,8.946751565422591,12.030734574115211,0
46,2,8.908738313670083,12.129753898297935,0
47,2,8.896923081461118,12.229352450856766,0
48,2,8.886284332211146,12.348956479786747,0
49,2,8.878498823288647,12.467415696999664,0
50,2,8.858831906237146,12.59437554785341,0
51,2,8.831929407017194,12.72134898125898,0
52,2,8.797457957057425,12.842086327303642,0
53,2,8.775304802233983,12.979268881761191,0
54,2,8.740329302183937,13.12764861239533,0
55,2,8.705258144781894,13.270515084196271,0
56,2,8.686132552667653,13.40471633530137,0
57,2,8.665445303175506,13.528382984398876,0
58,2,8.653385073509597,13.658238608065126,0
59,2,8.647063237759655,13.807590558821575,0
60,2,8.639058883863202,13.958331969331992,0
61,2,8.632155228254728,14.107387377667838,0
62,2,8.609196650293017,14.256309617559625,0
63,2,8.597833585299504,14.401671374304494,0
64,2,8.571929082792716,14.543712399370522,0
65,2,8.546693712083174,14.700824432299372,0
66,2,8.528279528926554,14.846738520952162,0
67,2,8.521320942412988,14.993089300445067,0
68,2,8.531961359040185,15.135712612361738,0
69,2,8.539283719918703,15.281651023218094,0
0,3,10.855227753095187,16.102385330815075,0
1,3,10.820946740538492,16.264903451123427,0
2,3,10.792369875136618,16.405433548215306,0
3,3,10.783116201648598,16.556016540043625,0
4,3,10.768826095841805,16.726316722063714,0
5,3,10.74512622517653,16.884142939160874,0
6,3,10.738089325624996,17.054524581192307,0
7,3,10.718377995205639,17.205440108000854,0
8,3,10.698081908815603,17.354016694143287,0
