frame_id,agent_id,x,y,type_id
0,0,24.99825384312472,12.648326258294285,0
1,0,25.113912129461855,12.670344633163477,0
2,0,25.210141619501897,12.693077149919915,0
3,0,25.31654292356631,12.734311794815051,0
4,0,25.44590506362677,12.775726202429,0
5,0,25.586501005384314,12.807280264733471,0
6,0,25.711909464283426,12.805487892436073,0
7,0,25.83430560516308,12.787957831952742,0
8,0,25.952232268416207,12.759996637841985,0
9,0,26.071487708203104,12.739559738621319,0
10,0,26.206268968238835,12.698108702322829,0
11,0,26.341688266822942,12.672234837714319,0
12,0,26.464393325594724,12.683359101802559,0
13,0,26.588992613244226,12.700240978264478,0
14,0,26.707771998809996,12.740733828297174,0
15,0,26.822302680772417,12.776802923654795,0
0,1,25.102376981377486,13.420352120438645,0
1,1,25.20436526690539,13.426115978220164,0
2,1,25.316497564545802,13.431156423354855,0
3,1,25.44530762985887,13.430062416159787,0
4,1,25.576737341804986,13.422050612649667,0
5,1,25.710016092050864,13.432752824946997,0
6,1,25.83312848043282,13.447111235393075,0
7,1,25.954362270500347,13.471702398854767,0
8,1,26.089299089768136,13.490318434875102,0
9,1,26.23277528006833,13.511608216061871,0
10,1,26.36665047506948,13.518399965711657,0
11,1,26.505050636692314,13.51460262673302,0
12,1,26.632457573974992,13.494927625356171,0
13,1,26.747813874453303,13.471812248682804,0
0,2,22.262085017177572,12.192404478722107,0
1,2,22.37944221819588,12.240611858941723,0
2,2,22.493660961679765,12.2718973360135,0
3,2,22.62051772155429,12.30230582074722,0
4,2,22.74313314029653,12.32453529281724,0
5,2,22.866812082384232,12.356075581826891,0
6,2,23.000921306926543,12.397154667004111,0
7,2,23.11343984669056,12.437141379996312,0
8,2,23.234530728797587,12.474121453270545,0
9,2,23.356058490259674,12.52108427324659,0
10,2,23.4802438079627,12.579617010891445,0
11,2,23.59856820718746,12.63124318268151,0
12,2,23.719246109014325,12.670745504462039,0
13,2,23.83915241656483,12.698612171514077,0
14,2,23.97553934413396,12.729806018654447,0
15,2,24.115447414625528,12.750601320816527,0
16,2,24.243038028023854,12.761456578378684,0
17,2,24.357223256704614,12.767292264688953,0
18,2,24.449127672278973,12.777845929890072,0
19,2,24.539917785250765,12.788649400976347,0
20,2,24.62844509919836,12.810597575502246,0
21,2,24.742621533025098,12.836496518174524,0
22,2,24.8612831355763,12.860747155798975,0
23,2,24.97640855991049,12.87216947783075,0
24,2,25.095398669664345,12.880161390092576,0
25,2,25.226160725981746,12.881759105688374,0
26,2,25.361107806760245,12.853953240279822,0
27,2,25.506084868492795,12.832739840924935,0
28,2,25.636732303281203,12.817389821135645,0
29,2,25.75292328236377,12.801001457834335,0
30,2,25.861832937120973,12.798185962453143,0
31,2,25.98051829055518,12.799045991786206,0
32,2,26.10926922393386,12.813228823716775,0
33,2,26.243332955764508,12.817944893043911,0
34,2,26.369860309759833,12.819423307185215,0
35,2,26.48362155912914,12.819105883155759,0
36,2,26.604465418904176,12.810873948866966,0
37,2,26.721968149734042,12.806299075703688,0
0,3,21.805530442686248,13.17498080462414,0
1,3,21.89974395180758,13.212636465241614,0
2,3,21.990998403819418,13.235185996757954,0
3,3,22.079166274738895,13.263956866147506,0
4,3,22.18781598421405,13.296500008273247,0
5,3,22.297340814100433,13.324815308586855,0
6,3,22.409901783997476,13.35212168172168,0
7,3,22.503557714670233,13.382030399442057,0
8,3,22.583575615616,13.418843488187491,0
9,3,22.657514458110107,13.472518157957733,0
10,3,22.730522314344284,13.542667424576356,0
11,3,22.79845031415326,13.629264369804687,0
12,3,22.87254119685965,13.72164584820913,0
13,3,22.94663829457565,13.79085046653501,0
14,3,23.030192015948767,13.837365649956528,0
15,3,23.12159918877642,13.872286765833927,0
16,3,23.22778713562943,13.886406906581914,0
17,3,23.348530998938994,13.888244818670463,0
18,3,23.471802279168276,13.881849544089269,0
19,3,23.592631310218007,13.878471200864416,0
20,3,23.7212859110423,13.882106656676381,0
21,3,23.866408259823075,13.88241725110649,0
22,3,24.014918533757907,13.894762876674248,0
23,3,24.168130132581368,13.895479979396724,0
24,3,24.30144850992861,13.885728114390682,0
25,3,24.43431844551756,13.847489764434785,0
26,3,24.561848342078207,13.794289528246662,0
27,3,24.67919292167214,13.715938863754479,0
28,3,24.802859011527392,13.610335008667846,0
29,3,24.924903020789365,13.512160102572675,0
30,3,25.0392162890971,13.446664809727073,0
31,3,25.143919628773098,13.39774349508844,0
32,3,25.248394791620758,13.368581505236106,0
33,3,25.36307368395876,13.346271630946207,0
34,3,25.491623905846147,13.331204315013947,0
35,3,25.614300673141617,13.304318312503343,0
36,3,25.732410185095546,13.26904473572866,0
37,3,25.857920817240547,13.230537722349721,0
38,3,25.99114319182542,13.18402110754529,0
39,3,26.11967523903403,13.122997570159244,0
40,3,26.24979209880493,13.05714035689632,0
41,3,26.37530333872806,13.013061267442438,0
42,3,26.505450218225633,12.971242436526172,0
43,3,26.639637196214036,12.940368983075537,0
44,3,26.78459250506711,12.917192782087783,0
0,4,22.50662652578,13.666073561360696,0
1,4,22.60890588945737,13.683513763685195,0
2,4,22.70608319351474,13.68378201034791,0
3,4,22.804521371449347,13.68111765314601,0
4,4,22.91234320879164,13.647385131729532,0
5,4,23.034719933719735,13.608803860489791,0
6,4,23.164642032880494,13.582939231614507,0
7,4,23.2892691026089,13.563062142000675,0
8,4,23.397003593917173,13.555667334409245,0
9,4,23.51750206707717,13.555467929173513,0
10,4,23.651664726240647,13.577725486375956,0
11,4,23.778685278889718,13.59680611880377,0
12,4,23.90811128701378,13.596907956866284,0
13,4,24.030631824509857,13.592210715338053,0
14,4,24.14686187041789,13.578671036778877,0
15,4,24.268364443079708,13.55807042525817,0
16,4,24.40526465430427,13.525517367138969,0
17,4,24.53933018210345,13.502896179495067,0
18,4,24.6628017164598,13.50508987050553,0
19,4,24.785327381560766,13.51254618089893,0
20,4,24.907510388347358,13.532474429961157,0
21,4,25.040960483552265,13.575778790278536,0
22,4,25.169143704180726,13.61126169469806,0
23,4,25.280802707154937,13.625670394601844,0
24,4,25.37982961475401,13.625536320065198,0
25,4,25.474810398189394,13.622631279862995,0
26,4,25.581279559500587,13.614030367617863,0
27,4,25.693812392151322,13.57982475252085,0
28,4,25.817261676259296,13.5340095593042,0
29,4,25.946468519476497,13.507928939713508,0
30,4,26.069716288720603,13.483592099316022,0
31,4,26.202894445413968,13.472466154004374,0
32,4,26.330202137771888,13.476362322240611,0
33,4,26.468228179693014,13.470921814608806,0
34,4,26.603871457180308,13.457905631043154,0
35,4,26.72962416278128,13.43381978734783,0
36,4,26.856456035777533,13.398162980860175,0
0,5,20.68146609817022,11.700944465374267,0
1,5,20.804285317651694,11.75156830051855,0
2,5,20.943728082473825,11.791172951262824,0
3,5,21.077641585772113,11.842969011688552,0
4,5,21.214949034014303,11.880763235255564,0
5,5,21.33134872271325,11.909445301136447,0
6,5,21.458665699081195,11.91781716356734,0
7,5,21.585854477678886,11.932723723598635,0
8,5,21.706233468750803,11.931872567601198,0
